STATION CODE,STATE,TEMPERATURE_Min,TEMPERATURE_Max,DO_Min,DO_MAX,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max
1867,HIMACHAL PRADESH,9,12,9.7,10.1,6.8,8,92,366,0.1,0.2,0.2,0.2,2,2,20,20
2611,HIMACHAL PRADESH,9,12,9.7,10.1,6.7,7.9,84,327,0.1,0.5,0.2,0.5,2,2,20,20
1389,HIMACHAL PRADESH,12,17,9.1,9.6,6.8,8.1,92,330,0.1,0.5,0.2,0.4,2,2,20,20
1086,HIMACHAL PRADESH,14,17,8.8,9.8,6.96,7.99,107,309,0.1,0.4,0.2,0.34,2,2,21,21
1087,HIMACHAL PRADESH,14,17,8.7,9.2,6.91,8.04,102,298,0.1,0.2,0.2,0.513,2,2,25,25
1013,HIMACHAL PRADESH,15,19,8.6,8.9,6.88,7.91,106,311,0.1,2,0.2,0.365,2,2,25,25
1014,HIMACHAL PRADESH,10,24,8,9.7,7.56,8.11,134,329,0.1,0.1,0.2,0.862,13,23,110,180
1015,HIMACHAL PRADESH,10,20,6.7,9.8,7.75,8.16,123,310,0.1,0.2,0.2,0.931,21,43,130,350
1016,HIMACHAL PRADESH,5,20,6.5,7.8,6.95,8.47,232,340,0.1,1.2,0.02,0.54,6,21,210,430
1017,PUNJAB,16,24,7.8,8.2,7.53,8.1,206,292,,,0.2,0.6,93,220,240,450
1293,PUNJAB,15,27,7,7.8,7.2,8,258,372,2,2,0.4,1,200,830,610,1500
1814,PUNJAB,16,25,7.3,7.9,7.4,8.2,205,402,,,0.4,1.8,200,1400,610,2400
1018,PUNJAB,16,26,7.5,7.9,7.66,8.2,244,314,1,1,0.4,0.8,170,400,310,610
1019,PUNJAB,16,24,7.4,7.9,7.35,8.29,224,360,,,0.4,1,200,680,680,1400
1380,PUNJAB,17,28,7.4,7.9,7.7,8,254,348,,,0.4,1.2,130,600,340,810
1690,PUNJAB,17,34,5.6,7.5,7.2,7.7,362,565,1,2,0.6,1,400,1700,930,3800
1020,PUNJAB,16,35,2,5.1,7.17,7.59,732,1733,30,108,1.6,14,17000,210000,31000,380000
1021,PUNJAB,16,32,3.4,6.5,7.25,8.2,385,1180,5,37,1,3,13000,63000,27000,110000
1381,PUNJAB,12,29,1,3.2,7,7.4,390,710,8,22,1.2,2.2,350,2300,940,4600
1691,PUNJAB,16,30,7,8,7.4,8.2,238,396,0.2,2,0.4,0.8,370,920,610,2200
1692,PUNJAB,16,31,6.9,7.8,7.3,8,260,420,0.3,2,0.6,1,400,1100,680,2200
1022,PUNJAB,11,30,4,6.4,6.9,7.3,260,413,2,4.1,1,2.8,210,940,580,1700
2915,PUNJAB,17,30,7.4,7.8,7.7,8.4,258,415,0.5,1,0.6,1.4,170,680,390,910
3869,PUNJAB,14,17,8.7,9.1,7.3,8.1,96,309,0.1,0.5,0.3,0.5,0,0,0,0
3871,PUNJAB,11,14,8.9,9.4,7.4,7.9,99,332,0.1,0.6,0.2,0.5,2,2,24,24
3872,PUNJAB,9.4,14,8.8,9.5,7.6,7.9,152,269,0.1,0.2,0.1,0.5,4,4,150,150
10020,PUNJAB,16,27,7.5,8,7.5,8.4,242,345,0.5,0.5,0.2,0.8,180,780,400,1700
10021,PUNJAB,16,24,7,7.9,7.5,8,209,442,2,2,0.2,0.8,200,1700,780,3900
10022,PUNJAB,15,32,4.8,7,7,7.6,240,610,1,3.8,0.1,0.2,70,220,110,460
10023,PUNJAB,16,31,1.2,2.9,6.9,7.5,488,621,8,14,3,5.4,700,1400,1100,2100
10024,PUNJAB,15,32,0,0,7,7.4,1002,1126,22,48,2.9,7.1,940,2100,1400,4300
10025,PUNJAB,17,31,0,0,7,7.4,1032,1432,5,70,4,7.1,1700,3300,3300,7900
10026,PUNJAB,16,30,0,0,6.9,7.4,1174,1546,52,78,4.1,9.7,2200,4600,4900,9400
10027,PUNJAB,14,33,5.8,7.8,7.1,7.9,353,488,1,2,0.6,1,400,1300,920,2500
10028,PUNJAB,17,35,2,4.8,7.2,7.6,582,1510,14,72,1.2,4,17000,130000,33000,270000
1006,HIMACHAL PRADESH,5,18,8.6,9.2,7.04,8.1,98,256,0.1,0.1,0.2,0.801,7,23,58,170
2604,HIMACHAL PRADESH,5,17,7.5,9.7,6.6,8,89,251,0.1,0.2,0.2,0.7,13,43,120,280
1007,HIMACHAL PRADESH,6,16,7.4,9.5,6.65,8.27,90,218,0.1,0.3,0.2,0.827,23,46,170,430
1008,HIMACHAL PRADESH,6,17,8.7,9.8,7,8.03,71,187,0.1,0.2,0.2,1.21,13,34,120,280
1009,HIMACHAL PRADESH,10,22,8.2,10.4,7.24,8.15,83,214,0.1,0.2,0.2,0.897,17,46,110,350
2602,HIMACHAL PRADESH,9,25,6.7,9.6,7.82,8.19,80,324,0.1,0.2,0.2,0.418,17,34,140,280
2603,HIMACHAL PRADESH,12,24,7.7,10.6,7.1,8.2,27,548,0.1,0.1,0.2,1.2,17,22,110,180
3855,HIMACHAL PRADESH,13,26,7.5,11.4,7.11,8.48,127,327,0.1,0.2,0.011,1.44,21,43,170,350
1693,HIMACHAL PRADESH,12.5,19,6.7,8.7,7.3,8.7,142,420,0.1,0.5,0.2,0.7,4,15,130,280
1694,HIMACHAL PRADESH,12.5,18,6.8,8.7,7.41,8.48,136,428,0.1,0.6,0.2,0.71,4,14,170,280
1695,HIMACHAL PRADESH,14.2,20,6.9,8.7,7.09,8.48,167,446,0.1,0.5,0.2,0.82,4,15,170,350
1010,HIMACHAL PRADESH,13,18,6.4,8.6,7.34,8.18,122,309,0.1,0.5,0.2,1.15,5,15,210,350
1294,HIMACHAL PRADESH,6,16,7.5,9.5,7.1,8.4,85,216,0.1,0.2,0.2,0.6,14,46,130,350
1011,HIMACHAL PRADESH,10,28,7,10.8,7.2,8.4,110,273,0.1,0.2,0.2,1.8,17,33,140,280
1696,HIMACHAL PRADESH,14,17.5,7,8.7,7.4,8.5,164,475,0.1,0.4,0.2,0.9,6,13,170,280
1012,PUNJAB,12,28,7.2,8.1,7,7.4,164,260,0,0,0.4,0.8,46,70,70,110
1697,PUNJAB,12,29,7,7.8,7,7.2,190,287,1,1.1,1,1.4,70,84,110,210
1695,PUNJAB,13,29,6.9,7.7,7,7.3,210,290,1,1.3,0.6,1.6,70,110,110,220
1010,PUNJAB,12,29,7,7.7,7,7.6,216,288,1,1.4,0.6,1.4,70,110,110,220
1294,PUNJAB,10,28,5.2,7,7,7.5,247,348,1,2.6,1,1.8,130,260,280,630
1011,PUNJAB,11,28,7.1,8,7.2,7.5,224,298,1,1.6,0.8,1.9,70,140,170,280
1696,PUNJAB,10,29,7,7.8,7,7.6,220,304,1,1.6,1,1.4,84,110,170,220
1012,PUNJAB,12,28,6.9,7.8,7,7.5,232,314,1.1,1.6,0.6,1.6,110,170,210,280
1697,PUNJAB,11,30,7.2,7.8,7,7.3,222,318,1.1,1.6,0.8,1.9,48,110,170,220
1088,HIMACHAL PRADESH,10,17,6.8,8.7,6.89,8.15,191,418,0.1,0.4,0.2,1.49,4,10,170,280
1089,HIMACHAL PRADESH,7.2,9.9,8.4,9.7,7.07,8.35,103,270,0.1,0.5,0.2,0.9,4,14,110,280
2614,HIMACHAL PRADESH,7.5,16,8.5,9.5,7.5,8.4,137,325,0.1,0.5,0.2,0.7,4,15,140,350
2615,HIMACHAL PRADESH,7.1,10.2,8.5,9.9,7.2,8.4,131,268,0.1,0.6,0.2,0.9,5,14,140,350
2613,HIMACHAL PRADESH,7.3,10,8.3,9.6,7,8.4,164,337,0.1,0.5,0.2,0.6,4,17,130,350
3873,HIMACHAL PRADESH,7.3,9.9,8.6,9.8,7.2,8.3,138,261,0.1,0.3,0.1,0.7,4,13,170,280
3874,HIMACHAL PRADESH,7.2,10,8.5,9.7,7.3,8.4,169,282,0.1,0.7,0.2,0.7,4,15,140,350
3856,HIMACHAL PRADESH,9,20,6.1,7.8,7.6,8.4,163,821,0.1,0.3,0.2,0.8,4,14,170,430
3857,HIMACHAL PRADESH,9,20,6,7.6,7.6,8.4,249,1017,0.2,1.1,0.2,0.9,6,22,150,540
3858,HIMACHAL PRADESH,9,23,6.1,7.6,7.8,8.5,352,780,0.2,2.1,0.2,1.1,6,17,220,350
3859,HIMACHAL PRADESH,8,20,5.8,7.5,7.6,8.5,302,739,0.1,0.4,0.2,1.2,4,17,140,430
1097,PUNJAB,12,29,7.1,8.8,7.2,7.6,136,180,0.8,1.5,0.4,0.9,43,94,70,170
1290,HIMACHAL PRADESH,5,15,8.7,5.8,6.6,8.6,56,558,0.1,0.1,0.2,1,14,38,110,220
2605,HIMACHAL PRADESH,4,15,8.9,8,6.7,8.3,56,121,0.1,0.1,0.2,0.9,11,22,63,130
2606,HIMACHAL PRADESH,4,15,8.9,9.2,6.5,8.3,68,119,0.1,0.2,0.2,1,13,26,94,220
1090,HIMACHAL PRADESH,6,17,8.6,9.7,7.01,8.21,60,418,0.1,0.2,0.2,1.21,14,34,120,220
1551,HIMACHAL PRADESH,10,26,4.4,7.5,7.2,8.2,338,1376,1.2,8,0.2,14.5,5,26,20,150
1552,HIMACHAL PRADESH,15.8,25.5,3.6,7,6.2,8.3,593,1981,4,16,0.2,14.8,14,38,21,210
1868,HIMACHAL PRADESH,15.6,24.3,2.9,7.4,7.3,8.6,961,1954,6,12,0.2,14.6,11,33,26,280
1869,HIMACHAL PRADESH,9,23,5,8.2,7.4,8.5,349,819,0.2,1.5,0.2,1.4,6,31,280,540
2616,HIMACHAL PRADESH,7.1,15,8.6,9.6,7.4,8.3,143,331,0.1,0.6,0.2,0.8,4,17,120,280
2607,HIMACHAL PRADESH,10,28,6.8,9.2,7.1,8.2,148,486,0.1,0.4,0.1,1.1,22,94,220,540
2608,HIMACHAL PRADESH,11,20,7.2,10.2,6.9,7.9,98,274,0.1,0.6,0.2,0.9,6,15,170,350
2609,HIMACHAL PRADESH,13,20,6.7,9.1,7.2,8.5,125,232,0.1,0.6,0.2,1.1,4,12,150,280
2610,HIMACHAL PRADESH,9,12,9.7,8.1,6.8,7.9,70,296,0.1,0.2,0.2,0.3,2,2,17,17
2612,HIMACHAL PRADESH,10,14,9.3,10.2,6.7,7.9,87,294,0.1,0.5,0.2,0.4,,,,
1307,JAMMU & KASHMIR,6.4,24,1.1,8.5,7,7.9,163,428,2.3,14.5,,,,,,
1306,JAMMU & KASHMIR,6.5,23.1,5.6,9.4,7.2,8.1,132,313,1.5,6,,,,,,
1304,JAMMU & KASHMIR,5.2,22.5,6.1,9.2,7.3,8.2,165,352,1.3,3.5,,,,,,
3274,JAMMU & KASHMIR,3.9,22.8,6,8.9,7.2,8.3,124,281,1.2,3.3,,,,,,
3275,JAMMU & KASHMIR,3.5,22.5,5,9.1,7.1,8.5,110,284,1.4,3.2,,,,,,
1410,JAMMU & KASHMIR,7.1,23,4.8,8.3,7,8.7,124,305,1.5,4.5,,,,,,
1411,JAMMU & KASHMIR,5.3,22.1,4.3,8.9,7.1,7.8,124,298,1.5,5.5,,,,,,
2755,JAMMU & KASHMIR,13,28,5.1,7.6,7.9,8.3,290,590,2,14,,,,,,
2756,JAMMU & KASHMIR,13,28,4.8,8.4,7.6,8.3,305,766,2.1,5,0.2,7.8,,,,
2752,JAMMU & KASHMIR,15,26,6.6,8.9,8,8.6,268,420,2,2.9,0.2,0.1,,,,
2753,JAMMU & KASHMIR,15,26,6.4,8.3,7.8,8.1,238,530,1.9,4,0.2,0.4,,,,
2748,JAMMU & KASHMIR,11,16,7.2,8.2,7.4,8,116,180,0.8,2.8,0.2,0.7,,,,
2749,JAMMU & KASHMIR,11,16,8,9.5,7.4,8.1,116,184,0.8,2.7,0.2,0.6,,,,
2750,JAMMU & KASHMIR,11,16,8.1,9.8,7.4,8,118,182,0.8,1,0.2,0.6,,,,
2751,JAMMU & KASHMIR,11,17,8,9.5,7.3,8,122,180,1.2,3.1,0.2,0.6,,,,
2754,JAMMU & KASHMIR,13,26,4.5,8,7.6,8.4,350,510,8,10,0.1,4,,,,
2757,JAMMU & KASHMIR,11,26,7.2,8,7.8,8.1,304,476,1,3.3,0.1,5.7,,,,
2742,JAMMU & KASHMIR,17,26,7,6.9,7.7,8.2,188,216,1.1,1.2,0.1,0.1,,,,
2743,JAMMU & KASHMIR,17,26,7.3,8.6,8,8.2,176,248,0.9,1.3,0.2,0.3,,,,
2744,JAMMU & KASHMIR,14,26,6.2,8.2,8,8.5,260,290,2.1,8.3,0.2,7.3,,,,
2745,JAMMU & KASHMIR,26,26,6.7,7.6,8.2,8.2,268,268,5.3,5.3,0.6,0.6,,,,
2746,JAMMU & KASHMIR,14,26,7.3,6.7,7.6,8.5,154,280,1.3,6.7,0.2,0.2,,,,
2747,JAMMU & KASHMIR,14,26,7,8.3,7.4,8.4,160,260,1.4,4.9,0.2,0.1,,,,
2758,JAMMU & KASHMIR,12,26,8,9.1,7.9,8.5,158,320,0.7,1,,,,,,
3272,JAMMU & KASHMIR,8,15,6.4,7.5,7.3,7.8,100,299,0.4,1,,,,,,
3273,JAMMU & KASHMIR,5.2,23.2,5.7,8.8,7.3,8.1,114,260,1.2,3,,,,,,
3276,JAMMU & KASHMIR,5.6,22,6,9.7,7.2,8.2,130,256,1.4,3,,,,,,
3277,JAMMU & KASHMIR,5.6,23,6.2,8.9,7.5,8.2,145,270,1.8,3.3,,,,,,
3278,JAMMU & KASHMIR,2.9,15,7,8.2,7.4,8.6,80,191,0.4,1.2,,,,,,
3279,JAMMU & KASHMIR,3.8,15.2,6.8,11.2,7.3,8.5,84,192,0.4,1.2,,,,,,
3280,JAMMU & KASHMIR,3.4,16.5,6.9,10.7,7.4,8.3,90,243,0.9,2.1,,,,,,
3281,JAMMU & KASHMIR,2.5,18.5,7.3,10,7.4,8.1,60,156,0.4,1.1,,,,,,
3282,JAMMU & KASHMIR,6.9,18.2,7.5,11.2,7,8.3,81,205,0.5,1.1,,,,,,
3283,JAMMU & KASHMIR,3.5,10.5,7.3,11.3,7.5,8.1,112,362,0.4,1.1,,,,,,
3284,JAMMU & KASHMIR,3.4,11.2,7.6,10.5,7.6,8.3,117,357,0.4,1,,,,,,
3285,JAMMU & KASHMIR,2.7,14.8,7.6,10.4,7.3,8.4,98,291,0.5,1,,,,,,
3286,JAMMU & KASHMIR,5.9,17.7,5.9,10.4,7.3,8.1,102,313,1.2,3.7,,,,,,
3287,JAMMU & KASHMIR,2.7,14.3,6.5,9.8,7.2,8,131,305,0.4,1.5,,,,,,
1491,UTTARAKHAND,,,10.1,10.1,7.1,7.1,138,138,1,1,,,2,2,11,11
1485,UTTARAKHAND,15,18,9,9.6,7,7.7,81,81,1,1,,,170,170,16000,16000
1484,UTTARAKHAND,12,18,8.6,9.4,7.1,7.7,114,114,1,1,,,240,240,9200,9200
1486,UTTARAKHAND,14,18,8.8,9.4,7.6,7.8,,,1,1,,,,,,
1488,UTTARAKHAND,10,19,9.2,9.8,7.1,7.8,98,98,1,1,,,,,920000,920000
1487,UTTARAKHAND,12,19,8.8,9.4,7.5,7.8,130,130,1,1,,,,,,
1489,UTTARAKHAND,14,18,9.2,9.4,7.6,7.9,,,1,1,,,,,,
1060,UTTARAKHAND,12,24,9.6,10.6,7,7.8,,,1,1,,,,,22,80
2725,UTTARAKHAND,13,25,7.1,9.4,7,7.7,,,1,1.2,,,,,90,280
10147,UTTARAKHAND,15,24,8.6,10.2,7.4,7.7,,,1,1,,,,,30,120
3997,UTTARAKHAND,15,24,8.2,9.4,7.4,7.9,,,1,1,,,,,50,210
10148,UTTARAKHAND,15,24,8.6,9.8,7,7.6,,,1,1,,,,,70,170
1061,UTTARAKHAND,8,24,6.4,9.6,6.9,7.9,,,1,6.6,,,,,140,1600
1062,UTTAR PRADESH,21,23,7.3,8.7,7.4,7.7,120,258,1.2,3,0.3,0.6,180,350,410,610
10149,UTTAR PRADESH,21,23,7.4,8.9,7.1,7.8,197,258,1.8,2.6,0.3,5.2,110,350,370,610
2488,UTTAR PRADESH,14,25,6.4,9.2,7,7.5,152,254,1.4,4.3,0.3,0.6,210,280,440,630
2489,"UTTAR
PRADESH",15,25,7.1,9,7.2,7.6,138,244,1.6,4.1,0.3,0.4,120,230,350,450
1145,UTTAR PRADESH,17,26,6.9,8.7,7,7.6,137,248,1.2,4.2,0.3,0.5,200,370,470,630
2490,UTTAR PRADESH,17,28,6.8,8.6,7.2,7.6,136,242,1.6,3.6,0.3,0.4,130,250,410,510
1063,UTTAR PRADESH,16,34,6.3,10.2,7,8.5,222,404,2.8,4.2,0.3,0.3,2000,3800,3400,7900
1066,"UTTAR
PRADESH",16,34,6.2,10.4,7.5,8.6,204,439,3,5,0.3,0.3,3100,4100,5800,8400
1146,UTTAR PRADESH,16,32,6.1,11.3,7.3,8.8,213,397,2.6,3.6,0.3,0.3,2000,4300,3800,6300
1067,UTTAR PRADESH,16,33,5.9,11.2,7.4,8.5,215,416,2.9,3.9,0.3,0.3,2100,4700,4600,8400
10154,UTTAR PRADESH,20,32,5.8,10.8,7.4,8.3,215,372,2.8,3.8,0.3,0.3,2400,4700,4100,7000
10155,"UTTAR
PRADESH",20,32,5.7,9.6,7.4,8.3,218,392,3.1,3.8,0.3,0.3,2600,6300,4900,9200
10156,UTTAR PRADESH,20,32,5.7,9.3,7.4,8.2,216,398,3.2,4.4,0.3,0.3,3400,8400,6300,9400
1068,UTTAR PRADESH,16,33,5,9.2,7.2,8.6,229,614,4.8,6.4,0.3,0.4,24000,58000,70000,130000
10157,UTTAR PRADESH,20,32,5.6,9.4,7.3,7.9,218,406,4,5.6,0.3,0.4,4700,13000,9200,21000
1147,UTTAR PRADESH,18,28,6.8,8.5,7.8,8,241,582,3.8,4.6,0.3,0.9,4900,6300,7200,8600
2498,UTTAR PRADESH,18,28,6.9,8.6,7.8,8,238,596,3.6,4.6,0.8,0.9,4700,6200,7000,8500
1046,UTTAR PRADESH,18,28.5,7.7,8.8,7.5,8.3,196,364,3.6,5.6,1.2,1.7,11000,26000,21000,43000
2487,UTTAR PRADESH,19,29,7.1,8.5,7.8,8.3,184,362,4.1,6,0.9,1.8,13000,26000,23000,48000
1049,UTTAR PRADESH,18,29,7.3,8.5,7.5,8.3,275,442,3.7,5.8,0.3,1.9,13000,33000,24000,46000
2485,UTTAR PRADESH,19,23.4,7.7,8.6,6.3,7.6,276,384,2.3,2.7,0.3,0.4,1100,1400,2000,3900
2486,UTTAR PRADESH,19,23.5,7.6,8.4,6.5,7.9,301,398,2.6,2.9,0.3,0.6,1300,2700,2500,4700
1070,UTTAR PRADESH,3,30.5,7.5,8.8,7.8,8.6,340,535,2.8,3.3,0.3,0.3,1300,2200,2400,22000
1071,UTTAR PRADESH,21,30.5,6.4,7.7,8.1,8.8,372,594,5.3,6.1,0.3,0.4,23000,49000,43000,70000
1073,UTTAR PRADESH,22,31,6.4,7.8,8.1,8.8,364,586,4.2,5.6,0.3,0.4,17000,33000,34000,49000
1074,BIHAR,15,34,7,9.2,7.5,8.6,217,562,1.3,2.4,,,1300,9200000,3000,16000000
10113,BIHAR,23,24,7.8,9,7.9,8.1,311,427,2,2.1,,,14000,79000,24000,140000
2551,BIHAR,18,35,7,9.1,7.4,8.3,227,585,0.8,2.8,,,1700,16000000,3200,16000000
3113,BIHAR,18,36,7.2,9,7.4,8.3,170,593,0.5,2.6,,,1300,9200000,3300,16000000
10162,BIHAR,21,31,7.4,8.9,7.4,8.4,198,476,1.7,2.5,,,1700,2200000,2100,2800000
2564,BIHAR,18,34,7.3,8.8,7.5,8.2,186,448,1.7,2.6,,,1300,27000,3000,92000
10114,BIHAR,21,32,7.4,8.2,7.2,7.5,269,340,2.3,2.8,,,7000,27000,15000,70000
3114,BIHAR,18,32,6.4,9.2,7.2,8.6,199,410,1.7,2.9,,,1300,260000,3000,390000
1077,BIHAR,19,32,7.2,9,7.5,8.5,201,499,1.8,2.6,,,1700,5400000,3200,16000000
2555,BIHAR,15,36,4.6,9,6.4,8.3,182,724,1.5,3.2,,,2100,16000000,4000,16000000
2552,BIHAR,15,33,6.5,9.2,7.3,8.8,206,644,2.4,2.9,,,1700,1700000,3400,3500000
10115,BIHAR,21,32,6.7,7.8,7.1,7.8,304,377,2.5,2.8,,,22000,26000,38000,92000
1079,BIHAR,15,32,7,8.8,7,8.7,211,421,1.9,2.9,,,1700,1300000,2600,2200000
3122,BIHAR,16,34,6.2,9,7.5,8.7,220,560,2.1,2.9,,,1700,2200000,3100,3500000
10122,BIHAR,20,35,6,9.4,7.5,8.6,203,385,2.2,2.6,,,1900,3500000,3400,9200000
2553,BIHAR,18,36,6,9.2,7.3,8.8,212,436,2,3,,,1700,1700000,2800,2800000
3115,BIHAR,19,32,7.2,9.3,7.2,8.4,163,426,1.1,2.5,,,1300,21000,2600,29000
10130,BIHAR,20,32,7.1,9.1,7.4,8.5,155,399,1.9,2.6,,,1700,21000,3000,32000
10131,BIHAR,20,32,7.1,9.4,7.3,8.1,184,416,1.1,2.6,,,1700,26000,3100,38000
1817,BIHAR,20,34,7.2,9.2,7.5,8.2,212,414,1,2.7,,,1400,26000,2600,38000
1815,BIHAR,17,31,6.2,8.9,7.4,7.9,218,425,2.2,4.1,,,1300,4000,3700,11000
3123,BIHAR,17,35,6.5,9.2,7.4,8,221,419,1.7,4.2,,,1400,27000,3300,40000
3116,BIHAR,17,32,6,9.2,7.6,8,205,405,1.6,2.8,,,1700,27000,3400,92000
1818,BIHAR,18,31,6.4,9,7.4,7.9,187,398,2,2.8,,,1800,27000,3600,110000
3117,BIHAR,19,30,5.2,9.2,7.5,8,205,394,1.6,2.8,,,1300,27000,3100,79000
2554,BIHAR,19,32,5,9.1,7.5,8,230,398,2,2.9,,,1700,79000,3800,130000
10138,BIHAR,19,30,5.9,8.1,7.5,7.9,226,467,1.8,2.8,,,2600,110000,6300,170000
1819,BIHAR,18,32,6.6,9.1,7.4,7.9,230,972,1.9,2.7,,,1700,27000,4000,79000
3118,BIHAR,18,32,6.8,9.2,7.3,8,187,975,1.8,2.8,,,1700,27000,3100,92000
1816,BIHAR,16,32,6.6,9.3,7.6,8,190,462,1.8,2.6,,,1700,27000,3400,110000
10143,BIHAR,19,32,6.1,8.5,7.5,7.9,240,390,2.2,2.6,,,2200,79000,3800,130000
1059,JHARKHAND,21,35,7.4,9,7.2,8,333,340,2.6,2.7,,,,,,
1080,WEST BENGAL,19,32,5.7,9.9,7.5,8.2,201,380,1.2,7.3,0.3,1.1,34000,300000,110000,850000
2511,WEST BENGAL,19,33,5.4,9.7,7.3,8.2,175,348,1.3,5,0.3,1.5,70000,170000,110000,220000
2506,WEST BENGAL,20,33,5.2,8.9,7.5,8.2,198,381,1.2,5.3,0.3,1.3,80000,280000,110000,350000
1054,WEST BENGAL,21,32,4.1,8.7,7.4,8.4,208,363,0.8,5.2,0.3,1,80000,220000,110000,280000
