TEMPERATURE_Min,TEMPERATURE_Max,DO_Min,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max,FecalStreptococci_Min,FecalStreptococci_Max,STATION CODE,Year
24.93830758333206,30.060256749391556,5.751133966445923,7.413519006967544,7.749267668202519,425.6792238354683,554.2583849653602,3.1093403816223146,2.5283123314380647,0.39073122739791866,0.6513794751167297,21.14806145876646,14.538559332489967,5.258513122797012,122.18452332913877,1599.9927609711885,1600.0005373470485,1.0,2024
24.961545050144196,30.054262459278107,5.753196763992309,7.427881360054015,7.75309343690984,426.27528899908066,550.4731797873974,3.0916378021240236,2.70663241147995,0.3892418146133423,0.644320511817932,16.260459981113673,14.986291460692883,5.146465495228767,119.13657754659654,1599.9943518862128,1599.999973077327,1.0,2025
24.988252699375153,30.05741912126541,5.764203596115112,7.446337765455246,7.757556833559647,427.00256568193436,548.4363910071552,3.0839763879776,2.8467104703187944,0.38787864446640014,0.6383873419761658,15.116689302027225,14.66906725615263,6.494775518774985,117.8292653784156,1599.9958586618304,1599.9990582987666,1.0,2026
25.01090633869171,30.059225142002106,5.7626305103302,7.460410100221633,7.763189476290718,426.94078010320663,546.6636107936502,3.0649354934692385,2.906501841545105,0.3872908473014831,0.632593023777008,14.402982447296381,14.958877831697464,7.080492556095122,116.34987482428552,1599.996794372797,1599.9982967600226,1.0,2027
25.02824741601944,30.061665952205658,5.762815999984741,7.4708174645900725,7.767345449561253,426.9076848626137,545.3874147608876,3.053755855560303,2.9265605568885804,0.38728330135345457,0.6300252046585083,14.51581213325262,15.23496075719595,7.804593354463576,115.69592388346793,1599.9973124936223,1599.9977032132447,1.0,2028
26.068212568759918,31.10892617702484,0.271028552390635,6.538801086395979,7.770033699274062,408.22842705249786,1989.9940330386162,2.8812019515782596,87.16681659221649,0.3208348870277405,0.8249932199716569,-21.006065607070923,1571.5940415859222,52.71381936967373,1644.2033309489489,1599.9853365123272,1599.982030555606,2.0,2024
26.085101306438446,31.132795333862305,0.2661966972053051,6.548240031152964,7.793754190206528,425.07162684202194,2029.9848396480083,3.278867850452661,89.54292613267899,0.32305319905281066,0.5971122056245803,-13.83064979314804,1607.246908545494,57.72252820432186,1640.9834686666727,1600.0039071673527,1599.9923228435218,2.0,2025
26.057054936885834,31.12553834915161,0.26824418194592,6.550140821486711,7.796448343992233,425.44979590177536,2041.2846931517124,3.422780964523554,90.05002316832542,0.32252042293548583,0.5488836959004402,-9.762996196746826,1615.857395529747,56.98857858777046,1633.478320389986,1600.0073700249195,1599.9956147633493,2.0,2026
26.000673055648804,31.09351760149002,0.27096351347863673,6.554180781841278,7.8003807127475735,423.0024040341377,2046.902712881565,3.2996487155556675,90.38140779733658,0.32005051970481874,0.5841959789395332,-3.850051105022431,1609.1970175504684,58.782089948654175,1627.1176948212087,1600.0103507321328,1600.000037625432,2.0,2027
26.00448113679886,31.09751033782959,0.271089968457818,6.553803451806306,7.800075262784958,423.40377163887024,2048.4199467897415,3.3381692528724667,90.502634704113,0.32028038501739503,0.5736992880702019,-3.8456261157989506,1612.6085996627808,58.134604692459106,1627.4960308335721,1600.0110780838877,1600.0001783184707,2.0,2028
23.42414915561676,28.967065930366516,1.481050848960876,8.25751714706421,8.516754627227783,509.2621893882752,491.5193455219269,1.0272912049293519,0.8175037562847138,0.27727281570434575,2.3363493180274966,1.969386175274849,4.677478902041912,-6.049255490303039,41.20052870362997,-76.89188805222511,84.87678048945963,4.0,2024
23.32499235868454,28.851816833019257,1.3236164987087247,8.266289818286896,8.516451740264893,511.64044249057775,479.2054133415222,1.023574430346489,0.8224613964557649,0.27188183307647706,2.3665177321434023,2.017904929816723,4.543589450418949,-7.381632089614867,38.82897514849901,-89.9368375353515,90.35890503413977,4.0,2025
23.27688306570053,28.847061157226562,1.436183178424835,8.2482501745224,8.513811254501343,505.0661134719849,481.45598340034485,1.0218052345514297,0.8541410684585572,0.27053413391113285,2.316227278709412,2.0861226692795753,4.790832296013832,-6.7315732538700095,40.684263445436954,-86.75537427142262,91.46109513938428,4.0,2026
23.33552211523056,29.13887906074524,2.2298725903034207,8.167967784404755,8.50525460243225,476.746909737587,519.0226392745972,1.0176618278026581,0.9697196900844575,0.27965792894363406,2.065887269973755,2.168190650641918,5.398281030356884,-1.0264151021838186,50.07866144180298,-46.42548209428787,77.14534387364984,4.0,2027
23.341647684574127,29.22812592983246,2.4703958392143246,8.143608796596528,8.502281665802002,468.2523065805435,530.1235344409943,1.0129517024755479,1.0017928957939148,0.28190896034240726,1.9873784971237185,2.176184691488743,5.89901277422905,0.7185583338141442,52.26157780736685,-36.63349566468969,74.70174552034587,4.0,2028
21.992384552955627,30.30461096763611,6.414888310432434,7.899543303251266,8.511224376559257,353.7849363088608,559.9341963529587,1.0135546326637268,0.7469750821590424,0.5486131095886231,1.8381769859790802,2.102977380156517,15.982067942619324,17.939709961414337,66.44115947186947,2.0082368589937687,1.9649486802518368,5.0,2024
21.966846525669098,30.302672386169434,6.414131116867066,7.896037298440933,8.510116857290267,354.0050276517868,562.1989396810532,1.0147506713867187,0.7271797955036164,0.5527894592285156,1.8350178837776185,2.1193823739886284,15.948081612586975,18.048814058303833,66.72783383727074,2.0079753398895264,1.9636172987520695,5.0,2025
21.941976726055145,30.279457569122314,6.411653423309326,7.885556542873383,8.508394196331501,354.25157272815704,564.1230388879776,1.0112815499305725,0.734642842411995,0.5489590072631836,1.8102669954299928,2.136609297245741,15.999834179878235,18.09270191192627,67.3215674906969,2.0070508494973183,1.963583119213581,5.0,2026
22.000285804271698,30.292569160461426,6.432883512973786,7.8965591311454775,8.50715717792511,354.20895540714264,562.9950537085533,1.0173384308815003,0.7697480082511903,0.5516606998443604,1.837630913257599,2.12495126016438,15.999029159545898,17.762409508228302,66.99817033112049,2.0037781856954098,1.9682260267436504,5.0,2027
22.0030717253685,30.30420994758606,6.430673146247863,7.900978833436966,8.507817062735558,353.88625705242157,562.1212804615498,1.0181582927703858,0.7618373811244965,0.553864188194275,1.8494933474063875,2.1237597223371267,15.964276790618896,17.757985413074493,66.70545133948326,2.004036881029606,1.9673961289227009,5.0,2028
27.06082773208618,35.09760320186615,7.454761922359467,7.895645010471344,8.586210575103761,228.11374723911285,646.1197233200073,1.0056321024894714,1.0991796037554742,0.3130442273616791,0.3158617594838143,12.005702674388885,31.0264491289854,27.344690084457397,78.51795375347137,2.00235821865499,1.9979104585945606,7.0,2024
27.056461691856384,35.066338777542114,7.436283791065216,7.889759331941605,8.581672613620759,230.13103425502777,643.9548544883728,1.0110169053077698,1.110927049815655,0.31473164081573485,0.3171504665911198,12.082210004329681,29.20976737141609,27.546484649181366,79.8494315892458,2.00086603499949,1.9994650669395924,7.0,2025
26.964388608932495,34.86330509185791,7.329920268058777,7.853269809484482,8.551822633147241,237.57678389549255,630.0373859405518,1.0156182885169982,1.125817211866379,0.31393089413642883,0.31906063109636307,12.210703909397125,27.30139027535915,27.762315034866333,75.97832091152668,1.9971823245286942,2.0047160387039185,7.0,2026
26.861096143722534,34.64330196380615,7.217217642068864,7.8135091185569765,8.520538214445114,244.9327117204666,615.235408782959,1.019467258453369,1.1447057974338533,0.3120724809169769,0.3200991958379746,12.299420654773712,28.00212167203426,27.935043036937714,68.77964742481709,1.9940983429551125,2.0103568211197853,7.0,2027
26.861416816711426,34.648522436618805,7.21991726756096,7.8141306936740875,8.521130910515787,244.65836465358734,615.5495262145996,1.018844449520111,1.1437621542811396,0.31177899360656736,0.31997932493686676,12.290517508983612,28.29132857918739,27.90774315595627,68.70147667825222,1.994240304455161,2.0102141574025154,7.0,2028
